EVENT,SEQ,FATAL
20080904X01376,Approach-VFR pattern final - Collision with terr/obj (non-CFIT),1
20080904X01376,Approach-VFR pattern final - Loss of engine power (total),1
20080904X01376,Enroute-climb to cruise - Fire/smoke (non-impact),1
20080904X01376,Enroute-climb to cruise - Sys/Comp malf/fail (non-power),1
20080905X01381,Approach - Loss of control in flight,1
20080905X01381,Approach - Unknown or undetermined,1
20080905X01381,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080910X01424,Initial climb - Aerodynamic stall/spin,1
20080910X01424,Initial climb - Loss of control in flight,1
20080910X01424,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080911X01433,Maneuvering-low-alt flying - Low altitude operation/event,1
20080914X01451,Enroute-cruise - Loss of control in flight,1
20080914X01451,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080914X01458,Maneuvering - Collision with terr/obj (non-CFIT),1
20080914X01458,Maneuvering - Fuel exhaustion,1
20080914X01458,Maneuvering - Loss of engine power (total),1
20080915X01460,Other - Explosion (non-impact),1
20080915X01460,Other - Fire/smoke (non-impact),1
20080915X01460,Other - Sys/Comp malf/fail (non-power),1
20080915X01460,Post-impact - Explosion (post-impact),1
20080915X01460,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080917X01476,Maneuvering-aerobatics - Aircraft structural failure,1
20080917X01476,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080917X01487,Approach - Abrupt maneuver,1
20080917X01487,Approach - Loss of control in flight,1
20080917X01487,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080917X01489,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080917X01489,Maneuvering-low-alt flying - Loss of control in flight,1
20080917X01489,Post-impact - Fire/smoke (post-impact),1
20080917X01489,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080922X01511,Approach-VFR pattern final - VFR encounter with IMC,1
20080922X01511,Landing - Collision with terr/obj (non-CFIT),1
20080922X01511,Landing - Loss of visual reference,1
20080922X01511,Prior to flight - Preflight or dispatch event,1
20080922X01516,Landing - Hard landing,1
20080922X01516,Landing - Sys/Comp malf/fail (non-power),1
20080922X01516,Post-impact - Fire/smoke (post-impact),1
20080923X01519,Initial climb - Loss of control in flight,1
20080923X01519,Initial climb - Loss of engine power (total),1
20080923X01519,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080924X01522,Approach-VFR pattern downwind - Fuel related,1
20080924X01522,Approach-VFR pattern downwind - Loss of engine power (total),1
20080924X01522,Emergency descent - Aerodynamic stall/spin,1
20080924X01522,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080925X01534,Approach-VFR go-around - Loss of control in flight,1
20080925X01534,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080925X01534,Unknown - Sys/Comp malf/fail (non-power),1
20081001X14514,Initial climb - Loss of control in flight,1
20081001X14514,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081004X12042,Approach - Controlled flight into terr/obj (CFIT),1
20081004X12046,Approach-IFR final approach - Loss of control in flight,1
20081004X12046,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081006X90954,Maneuvering - Aerodynamic stall/spin,1
20081006X90954,Maneuvering - Loss of control in flight,1
20081006X90954,Maneuvering - Miscellaneous/other,1
20081006X90954,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081007X45331,Enroute-climb to cruise - Loss of control in flight,1
20081008X03146,Maneuvering-low-alt flying - Loss of control in flight,1
20081008X03146,Maneuvering-low-alt flying - Low altitude operation/event,1
20081008X03146,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081008X82640,Maneuvering - Loss of control in flight,1
20081008X82640,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081009X21549,Initial climb - Aerodynamic stall/spin,1
20081010X41204,Maneuvering-low-alt flying - Low altitude operation/event,1
20081010X41204,Post-impact - Fire/smoke (post-impact),1
20081012X64934,Initial climb - Loss of control in flight,1
20081012X64934,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081014X22933,Standing-engine(s) operating - AC/prop/rotor contact w person,1
20081014X91018,Initial climb - Collision during takeoff/land,1
20081014X91018,Post-impact - Fire/smoke (post-impact),1
20081014X91018,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081016X40451,Unknown - Loss of control in flight,1
20081016X65139,Emergency descent - Off-field or emergency landing,1
20081016X65139,Enroute-climb to cruise - Loss of engine power (total),1
20081016X65139,Landing - Collision with terr/obj (non-CFIT),1
20081017X50355,Initial climb - Loss of control in flight,1
20081017X50355,Initial climb - Sys/Comp malf/fail (non-power),1
20081019X15543,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20081019X15543,Enroute-cruise - VFR encounter with IMC,1
20081021X51158,Landing - Off-field or emergency landing,1
20081021X51158,Landing-flare/touchdown - Nose over/nose down,1
20081021X51158,Takeoff - Loss of engine power (total),1
20081023X00019,Emergency descent - Collision with terr/obj (non-CFIT),1
20081023X00019,Emergency descent - Off-field or emergency landing,1
20081023X00019,Initial climb - Loss of engine power (partial),1
20081023X00019,Initial climb - Miscellaneous/other,1
20081023X00019,Prior to flight - Aircraft maintenance event,1
20081024X62158,Enroute - Low altitude operation/event,1
20081024X62158,Maneuvering - Collision with terr/obj (non-CFIT),1
20081029X25525,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20081029X25525,Post-impact - Fire/smoke (post-impact),1
20081029X25525,Prior to flight - Miscellaneous/other,1
20081104X60811,Enroute-descent - Collision with terr/obj (non-CFIT),1
20081104X60811,Enroute-descent - Loss of visual reference,1
20081105X71642,Initial climb - Loss of engine power (partial),1
20081107X25522,Enroute-cruise - Loss of control in flight,1
20081107X25522,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081107X73638,Initial climb - Loss of control in flight,1
20081107X73638,Landing-flare/touchdown - Abnormal runway contact,1
20081107X73638,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081111X13821,Maneuvering - Controlled flight into terr/obj (CFIT),1
20081111X13821,Post-impact - Fire/smoke (post-impact),1
20081112X55249,Enroute-cruise - Loss of control in flight,1
20081112X55249,Enroute-cruise - VFR encounter with IMC,1
20081112X55249,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081116X80702,Autorotation - Off-field or emergency landing,1
20081116X80702,Landing - Hard landing,1
20081116X80702,Maneuvering-hover - Loss of control in flight,1
20081116X80702,Uncontrolled descent - Attempted remediation/recovery,1
20081117X33612,Standing-engine(s) operating - AC/prop/rotor contact w person,1
20081121X71827,Emergency descent - Controlled flight into terr/obj (CFIT),1
20081121X71827,Enroute-cruise - Windshear or thunderstorm,1
20081201X42806,Enroute-climb to cruise - Loss of engine power (total),1
20081201X42806,Landing - Off-field or emergency landing,1
20081209X62205,Maneuvering - Controlled flight into terr/obj (CFIT),1
20081210X30024,Approach-VFR pattern final - Collision during takeoff/land,1
20081211X55942,Initial climb - Collision with terr/obj (non-CFIT),1
20081214X12133,Emergency descent - Aircraft structural failure,1
20081214X12133,Emergency descent - Part(s) separation from AC,1
20081214X12133,Enroute-cruise - Loss of control in flight,1
20081214X12133,Prior to flight - Miscellaneous/other,1
20081214X12133,Prior to flight - Pressure/environ sys malf/fail,1
20081214X12133,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081217X21653,Maneuvering - Loss of control in flight,1
20081217X21653,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081217X81906,Standing-engine(s) operating - AC/prop/rotor contact w person,1
20081217X81906,Standing-engine(s) operating - Loss of control on ground,1
20081218X94024,Approach-IFR final approach - Loss of engine power (total),1
20081218X94024,Emergency descent - Off-field or emergency landing,1
20081218X94024,Landing - Collision with terr/obj (non-CFIT),1
20081218X94024,Prior to flight - Powerplant sys/comp malf/fail,1
20081221X52007,Maneuvering - Aerodynamic stall/spin,1
20081221X52007,Maneuvering - Loss of control in flight,1
20081221X52007,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081223X12815,Approach-IFR final approach - Attempted remediation/recovery,1
20081223X12815,Approach-IFR initial approach - Course deviation,1
20081223X12815,Approach-IFR initial approach - Other weather encounter,1
20081223X12815,Approach-IFR missed approach - Aerodynamic stall/spin,1
20081223X12815,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081226X93453,Approach - Loss of control in flight,1
20081226X93453,Enroute-cruise - Miscellaneous/other,1
20081226X93453,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081230X00408,Prior to flight - Preflight or dispatch event,1
20081230X00408,Takeoff - Loss of control in flight,1
20081230X00408,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081231X43053,Approach-VFR pattern final - Controlled flight into terr/obj (CFIT),1
20090105X05515,Approach - VFR encounter with IMC,1
20090105X05515,Approach-VFR go-around - Collision with terr/obj (non-CFIT),1
20090105X22709,Enroute - Collision with terr/obj (non-CFIT),1
20090105X22709,Enroute - VFR encounter with IMC,1
20090106X51907,Approach-VFR pattern downwind - Fuel exhaustion,1
20090106X51907,Approach-VFR pattern downwind - Loss of engine power (total),1
20090106X51907,Emergency descent - Aerodynamic stall/spin,1
20090106X51907,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090109X13226,Enroute - Loss of control in flight,1
20090109X13226,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090112X91309,Emergency descent - Fuel exhaustion,1
20090112X91309,Enroute-cruise - Collision with terr/obj (non-CFIT),1
20090112X91309,Enroute-cruise - Loss of engine power (total),1
20090117X00043,Maneuvering - Aircraft structural failure,1
20090117X00043,Maneuvering - Loss of control in flight,1
20090117X00043,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090121X45440,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20090122X30337,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20090122X30337,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090125X01122,Prior to flight - Flight control sys malf/fail,1
20090125X01122,Prior to flight - Preflight or dispatch event,1
20090125X01122,Takeoff - Loss of control in flight,1
20090125X01122,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090201X10015,Maneuvering - Part(s) separation from AC,1
20090201X10015,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090201X14804,Initial climb - Collision with terr/obj (non-CFIT),1
20090201X14804,Initial climb - Loss of control in flight,1
20090201X24429,Maneuvering - Aerodynamic stall/spin,1
20090201X24429,Maneuvering - Collision with terr/obj (non-CFIT),1
20090201X24429,Maneuvering - Loss of control in flight,1
20090201X54133,Approach-VFR pattern final - Abrupt maneuver,1
20090201X54133,Approach-VFR pattern final - Collision with terr/obj (non-CFIT),1
20090201X65302,Maneuvering - Loss of control in flight,1
20090201X65302,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090217X51045,Enroute - Loss of control in flight,1
20090217X51045,Uncontrolled descent - Aircraft structural failure,1
20090217X51045,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090225X75532,Maneuvering-hover - Loss of control in flight,1
20090225X75532,Maneuvering-hover - Miscellaneous/other,1
20090225X75532,Maneuvering-hover - Simulated/training event,1
20090227X05843,Approach-VFR pattern downwind - Loss of engine power (partial),1
20090227X05843,Landing-flare/touchdown - Hard landing,1
20090227X25653,Standing-engine(s) operating - Miscellaneous/other,1
20090227X25653,Takeoff - Loss of control in flight,1
20090227X25653,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090227X91854,Enroute-cruise - Loss of engine power (total),1
20090304X63009,Enroute-cruise - Aircraft structural failure,1
20090304X63009,Enroute-cruise - Loss of control in flight,1
20090304X63009,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090306X40553,Emergency descent - Collision with terr/obj (non-CFIT),1
20090306X40553,Emergency descent - Off-field or emergency landing,1
20090306X40553,Enroute-cruise - Loss of engine power (partial),1
20090306X40553,Prior to flight - Fuel contamination,1
20090306X40553,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090306X81813,Emergency descent - Collision with terr/obj (non-CFIT),1
20090306X81813,Emergency descent - Off-field or emergency landing,1
20090306X81813,Maneuvering - Loss of engine power (total),1
20090306X81813,Prior to flight - Aircraft maintenance event,1
20090306X81813,Prior to flight - Fuel contamination,1
20090309X04818,Enroute-cruise - Unknown or undetermined,1
20090309X04818,Unknown - Collision with terr/obj (non-CFIT),1
20090309X25653,Emergency descent - Aerodynamic stall/spin,1
20090309X25653,Emergency descent - Off-field or emergency landing,1
20090309X25653,Initial climb - Loss of engine power (partial),1
20090310X30501,Enroute-cruise - Unknown or undetermined,1
20090314X33728,Taxi - Dragged wing/rotor/float/other,1
20090314X33728,Taxi - Loss of control on ground,1
20090314X33728,Taxi - Roll over,1
20090319X04253,Emergency descent - Aerodynamic stall/spin,1
20090319X04253,Enroute-cruise - Loss of engine power (total),1
20090319X04253,Maneuvering - Loss of control in flight,1
20090319X04253,Takeoff - Powerplant sys/comp malf/fail,1
20090319X04253,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090319X35429,Maneuvering-low-alt flying - Low altitude operation/event,1
